User-ID;ISBN;Book-Rating
276726;155061224;5
276729;052165615X;3
276729;521795028;6
276736;3257224281;8
276737;600570967;6
276744;038550120X;7
276745;342310538;10
276747;60517794;9
276747;671537458;9
276747;679776818;8
276747;943066433;7
276747;1885408226;7
276748;747558167;6
276751;3596218098;8
276754;684867621;8
276755;451166892;5
276760;8440682697;10
276762;380711524;5
276762;3453092007;8
276762;3453213025;3
276762;N3453124715;4
276768;9057868059;4
276772;553572369;7
276772;3499230933;10
276772;3596151465;10
276774;3442136644;9
276780;8484330478;7
276780;8484332039;7
276786;2864322102;6
276786;8437606322;8
276786;8466300821;6
276786;8478442588;6
276788;345443683;8
276788;043935806X;7
276788;055310666X;10
276796;330332775;5
276798;6379702;5
276798;3442131340;7
276798;3548603203;6
276800;1562827898;7
276804;440498058;8
276808;395547032;10
276811;440414121;10
276812;8879839993;8
276813;8423996565;8
276813;8426449476;8
276813;8426449573;6
276813;8478884831;8
276813;8478885218;6
276813;8478885463;6
276813;8478886044;8
276814;91830893;8
276814;586207414;7
276814;812571029;9
276820;140260498;9
276822;60096195;10
276822;141310340;9
276822;142302198;10
276822;156006065;9
276822;375821813;9
276822;038076041X;10
276822;439401399;6
276822;552546933;9
276822;689804458;8
276822;699854289;10
276822;786812508;9
276822;786817070;10
276822;805057706;10
276822;1551925060;8
276822;1573248533;10
276827;000651118X;7
276828;2253150711;7
276830;440225825;9
276832;345446860;5
276835;3125785006;10
276837;380005239;5
276842;3809407536;7
276847;3257200552;5
276847;3404145909;8
276847;3404148576;8
276847;3404921178;7
276847;3423071516;10
276847;3426029553;8
276847;3426671298;8
276847;344215121X;9
276847;3442413508;10
276847;3442422035;9
276847;3442435773;8
276847;3442437717;7
276847;3442441080;10
276847;3442444020;8
276847;3442446414;10
276847;3442448530;7
276847;3442449820;9
276847;3453137442;6
276847;347354034X;7
276847;3492231322;9
276847;3499222213;7
276847;3499228297;6
276847;3499433443;8
276847;3506464078;10
276847;3551551677;10
276847;3551551685;10
276847;3551551693;10
276847;3551551936;10
276847;359621078X;9
276847;3608932240;7
276847;360893541X;10
276847;3608935428;10
276847;3608935436;10
276847;3809024589;8
276847;3821815191;10
276847;3932069234;5
276848;3462026062;8
276850;449217264;7
276853;8420457477;1
276853;8448034023;7
276854;671034944;5
276854;074931012X;5
276857;8439598459;6
276859;140252517;6
276859;517642689;7
276859;077104450X;8
276859;789706032;8
276859;836218833;10
276859;836220889;10
276859;088365721X;9
276859;1559712252;6
276859;1567616089;8
276861;141011904;9
276861;3423201509;10
276861;3423206616;8
276861;344242529;9
276861;3446200452;8
276861;349223903X;6
276861;3499231603;9
276861;360893541X;9
276861;3608935428;9
276861;3608935436;9
276861;3704320196;6
276861;3886807843;8
276862;1569312435;9
276862;1892213141;8
276863;8530805461;10
276866;3257218516;3
276866;3404126343;8
276866;3404139178;9
276866;3404143299;7
276866;340645724X;3
276866;3426192543;5
276866;3442443806;4
276866;345309221X;8
276866;3453108361;7
276866;3453130901;5
276866;3809410357;5
276870;9026935722;6
276872;425167097;8
276872;042518109X;8
276872;425188221;7
276872;8500010452;4
276872;8501023450;3
276872;8571648972;10
276872;8588615126;8
276872;8589885291;8
276873;009975181X;7
276875;273755;7
276875;14366020444;8
276875;8496075850;8
276875;8804407808;6
276875;8804464895;7
276875;8807810751;7
276875;880781112X;6
276875;8817106100;6
276875;8817112917;8
276875;8833908488;4
276875;8838910987;8
276875;8846200624;8
276875;88741800047;8
276875;8876846565;7
276875;8877825200;2
276875;8879285513;6
276875;8879285645;6
276875;8887432252;8
276875;8888424121;8
276878;449210197;6
276879;8817151068;7
276884;8496280012;7
276884;B158991965;6
276887;64430227;5
276887;812533550;9
276888;8806162160;6
276896;440241537;10
276904;375901582;10
276904;439317746;5
276904;440228840;10
276904;440414121;10
276904;738205737;5
276905;60542845;8
276905;449148831;5
276911;8420430943;8
276911;8420636282;9
276911;8432205311;9
276912;000225669X;6
276912;99549611;6
276915;042513976X;7
276916;441008291;8
276925;002542730X;10
276925;99414732;7
276925;140154078;6
276925;194216748;5
276925;385504209;8
276925;553275283;8
276925;582530431;9
276925;063403541X;6
276925;1400002672;8
276925;840149236X;5
276925;8420432113;5
276925;8420444367;9
276925;8422655500;9
276925;8422657104;9
276925;8423976645;8
276925;8426109799;8
276925;8474104823;4
276925;950491036X;10
276927;749336145;10
276927;1899344705;5
276928;059030271X;5
276928;590470108;7
276928;671021354;10
276928;671026283;10
276928;671027506;10
276929;2020101653;10
276929;202011528X;5
276929;20202006935;8
276929;20203119888;8
276929;2020564777;6
276929;2070386023;5
276929;2070394956;5
276929;2070404587;10
276929;2070404706;8
276929;2253030570;8
276929;2253171670;8
276929;2253172367;8
276929;2264010991;5
276929;2264018194;3
276929;2264024674;5
276929;226402593X;3
276929;2264027568;5
276929;226403114;5
276929;2264031158;6
276929;2264036036;10
276929;2266047280;7
276929;226604960;8
276929;22660861003;6
276929;2266102621;10
276929;2266104535;2
276929;2266105698;8
276929;2702424131;8
276929;2742724028;5
276929;2742724613;6
276929;2743602295;5
276929;2842611462;3
276929;2869304129;7
276929;2869304560;5
276929;2869305583;6
276934;1566190096;10
276936;3492224768;6
276936;3596122279;5
276936;3596147700;3
276939;713628944;6
276939;1853260665;7
276939;2070414256;7
276939;2070419657;7
276939;2253063339;9
276939;2253137243;9
276939;2253144452;9
276939;2253152072;9
276939;226612269X;9
276939;2702400612;7
276939;2702401694;9
276939;2878580753;10
276939;8423310353;8
276949;349202436X;8
276953;140182551;8
276953;446310786;10
276953;886776783;7
276954;3419528078;8
276954;3423118709;10
276954;3453034120;10
276954;3772420176;7
276954;3806852456;8
276957;312966970;6
276959;680ISBN359623;6
276964;312169817;6
276964;345348672;10
276964;345354621;10
276964;345435036;10
276964;385264356;10
276964;425104273;9
276964;440218667;5
276964;440220602;9
276964;515131520;6
276964;684867621;8
276964;812550153;5
276964;812550307;10
276964;843949163;8
276964;886773741;7
276964;886774802;8
276964;886774829;8
276964;886775426;9
276964;886775957;10
276964;886777178;7
276965;9722900684;9
276984;590259970;9
276984;590260251;9
276984;590426702;10
276984;590436422;9
276984;590436449;9
276984;590436465;9
276984;590436481;9
276984;059043649X;9
276984;590442589;10
276984;590442996;10
276984;590448234;9
276984;590448595;9
276984;590456504;9
276984;590470485;9
276986;60930187;10
276986;375760911;10
276986;689817851;10
276986;874869870;10
276988;61081450;7
276988;61083259;7
276988;61087017;7
276988;61094404;8
276988;671793489;8
276990;880701601X;7
276990;8817134899;9
276992;99268345;7
276994;3100970616;10
276994;3257062354;8
276994;3423128879;4
276994;3423202327;6
276994;342677609X;5
276994;3442727073;9
276994;3453132041;4
276994;3478387507;2
276994;3492045170;7
276994;3492230814;6
276994;3545202461;9
276994;3548359698;6
276994;3550075359;6
276994;3596154766;2
276994;3596214629;8
276998;618045996;8
276998;3822858617;7
277002;864425589;6
277007;8817860751;7
277009;452282101;9
277010;3257060580;10
277012;553581112;9
277012;805047379;5
277012;892964456;10
277018;373250223;7
277018;451097009;7
277018;451179994;8
277023;553140779;6
277028;425182150;10
277031;1883473004;8
277032;61007129;8
277036;812511816;9
277036;880381736;9
277036;880381744;10
277042;312283709;8
277042;446605484;7
277042;446611212;8
277042;451207955;7
277042;609804138;9
277042;074343627X;8
277042;971880107;2
277048;3426615355;7
277051;75536498;8
277051;99287692;6
277051;99845008;5
277051;330262130;10
277051;385720920;10
277051;553262505;7
277051;3442430496;9
277051;3442446325;8
277051;3453171500;7
277051;3464371506;3
277052;9513098648;8
277053;590108395;6
277056;3442451353;7
277058;8425330866;5
277058;8481301213;6
277065;816704627;4
277072;1573229571;9
277074;9782922145441;5
277079;3499263998;4
277085;434009407;8
277085;1841193887;8
277087;457871971;8
277087;840149768X;10
277087;8401499917;5
277087;8420600369;7
277087;8420603066;9
277087;8423918335;6
277087;8426105084;9
277087;8426429807;10
277087;843223138X;8
277087;8437608570;6
277087;8440630921;9
277087;8440630922;9
277087;8470394126;5
277087;8471662531;7
277087;8472230082;5
277087;8474541913;8
277087;8478091351;10
277090;3426193310;5
277094;64404773;10
277096;64407667;7
277107;006054094X;8
277107;375706038;10
277107;081297106X;10
277107;843951826;5
277107;1400032628;8
277107;1585861553;4
277109;385334141;5
277109;425191184;5
277109;751503894;5
277116;3548208975;8
277124;425189864;9
277124;440236053;9
277124;440241073;9
277124;553586122;5
277128;99935708;6
277128;140118608;8
277129;3518408127;7
277134;1586609726;6
277135;865472807;8
277139;312960344;8
277143;031286504X;10
277143;345342968;9
277143;767903382;8
277157;312331754;7
277157;312979517;5
277157;316154059;5
277157;345450175;6
277157;345452550;7
277157;375727981;5
277157;385305389;4
277157;394543289;5
277157;399135804;7
277157;399141340;8
277157;399146466;6
277157;399146504;7
277157;399146687;7
277157;399147101;7
277157;399147624;5
277157;399148337;6
277157;399148639;6
277157;399148728;8
277157;399150811;5
277157;399151451;7
277157;039915177X;7
277157;425183181;5
277157;671024094;7
277157;679450408;6
277157;684801663;6
277157;684846608;5
277157;074320607X;7
277157;743407377;6
277157;743486226;7
277157;804109990;6
277157;812571118;5
277159;969691319;10
277165;8475251471;7
277168;671032658;4
277168;812568710;5
277168;843921609;6
277170;553211056;9
277170;553285920;9
277171;20259700;7
277171;385422598;9
277171;449213730;8
277171;449224449;8
277171;451173139;7
277171;486282406;10
277171;553580930;9
277171;804102511;9
277171;080410946X;8
277179;440414806;10
277179;679767800;7
277186;6543545;7
277186;141011947;6
277186;340734043;8
277186;340770015;5
277186;349105227;7
277186;571152236;4
277187;679745203;9
277188;140254188;8
277188;525945636;4
277189;074341232X;8
277195;60391626;10
277195;330332775;10
277195;440174953;9
277195;055326611X;10
277195;553347756;10
277195;553379615;10
277195;670869902;10
277195;671021001;10
277195;671647458;10
277195;1573221856;10
277196;449209733;10
277196;553271644;7
277197;316969680;8
277197;375703861;7
277197;440225442;8
277197;743229878;6
277203;030700645X;8
277203;307127923;8
277203;307302016;8
277203;307302636;8
277203;307987655;8
277203;316563242;8
277203;039480001X;9
277203;394800028;9
277203;394800184;9
277203;039480029X;8
277203;039480967X;8
277203;394925696;8
277203;439083702;8
277203;439213592;8
277203;439242363;6
277203;439449316;9
277203;590386522;8
277203;590402218;9
277203;590404342;8
277203;590442619;9
277203;590442791;9
277203;590442805;9
277203;590442899;9
277203;059044297X;9
277203;059046602X;8
277203;590466577;7
277203;590629719;10
277203;590921622;9
277203;590965492;8
277203;689845405;7
277203;689847564;8
277203;717283194;8
277203;717283208;8
277203;717283275;8
277203;717283364;8
277203;717283372;8
277203;717284832;8
277203;717284972;8
277203;717287017;8
277203;717287106;8
277203;721452728;7
277203;736401113;8
277203;761406158;8
277203;769600239;7
277203;785316477;7
277203;785316493;7
277203;785316531;7
277203;087701759X;10
277203;895777010;7
277203;1561452718;9
277203;1562826468;9
277203;2764104936;9
277205;671664964;7
277212;044023722X;8
277220;671015648;7
277221;749397365;9
277228;61044636;6
277228;884948706;8
277229;312282990;7
277230;60613998;6
277230;037541309X;7
277230;826308791;5
277231;722539924;7
277232;970961502;10
277235;014029628X;6
277235;375703861;10
277235;425188175;7
277237;038550926X;7
277240;440772109;3
277242;812514440;5
277243;449005909;8
277244;055347782X;8
277244;670637823;10
277244;1585671312;8
277246;452282152;10
277249;8804483156;5
277253;380807343;9
277256;397314728;9
277257;345422384;8
277261;440241073;7
277262;395760704;5
277265;615116426;10
277269;1555037763;6
277271;618134298;8
277272;375708049;7
277272;9722000322;8
277272;9722320742;5
277272;9722326414;7
277272;972232957;8
277272;972232957X;8
277272;9722906259;5
277272;9722906283;7
277272;9725752228;5
277272;9726101794;4
277272;9726106141;5
277274;1887128441;8
277281;62501860;9
277284;553581929;7
277285;806523794;9
277291;671738232;10
277292;1551668726;8
277293;380721643;4
277305;O6712345670;7
277314;446360716;6
277315;60173289;8
277315;60976845;5
277317;1561840564;9
277334;6530400;6
277339;44901668125;7
277341;084230052X;9
277343;3257204817;8
277348;446363073;7
277351;3596200547;5
277351;3716020028;5
277351;3717581546;7
277351;3803120624;6
277353;739417096;8
277358;679781587;10
277359;71009505506;8
277359;1591820537;4
277363;60393823;1
277363;156027321;8
277363;929264215;5
277364;61011509;5
277364;553576801;5
277367;312276885;10
277369;8806164104;3
277371;7137699;6
277374;671521705;7
277378;140058605;6
277378;192827588;8
277378;312195516;7
277378;446608955;4
277378;670892963;7
277378;671646575;6
277378;804114986;5
277378;812507452;4
277378;812515560;5
277378;812515595;4
277379;3453156366;6
277380;1558509828;5
277384;957868251;8
277389;2253141860;4
277392;859009751X;7
277397;399140751;8
277399;254794;9
277400;87812797;8
277400;887983830;7
277400;8880894536;6
277400;8880897470;4
277402;051511605X;6
277424;60170166;8
277427;002542730X;10
277427;003008685X;8
277427;60006641;10
277427;60542128;7
277427;61009059;9
277427;62507109;8
277427;132220598;8
277427;140283374;6
277427;014039026X;8
277427;140390715;7
277427;141439742;8
277427;152050167;10
277427;201000822;10
277427;310435706;10
277427;312944691;8
277427;316776963;8
277427;33031582;8
277427;345413903;10
277427;375408886;9
277427;375751513;9
